id,references,context,question,predictions
56d20650e7d4791d00902614,เลดีกากา,เลดีกากา ซึ่งชนะรางวัลแกรมมี หก รางวัล และได้เข้าชิงรางวัล อคาเดมี เป็นผู้ขับร้อง เพลงชาติ ในขณะที่ มาร์ลี แมตลิน ผู้ชนะรางวัลอคาเดมีเป็นผู้แปลให้เป็น ภาษามือแบบอเมริกัน,ใครเป็นผู้ร้องเพลงชาติ,เลดีกากา
56d20650e7d4791d00902615,มาร์ลี แมตลิน,เลดีกากา ซึ่งชนะรางวัลแกรมมี หก รางวัล และได้เข้าชิงรางวัล อคาเดมี เป็นผู้ขับร้อง เพลงชาติ ในขณะที่ มาร์ลี แมตลิน ผู้ชนะรางวัลอคาเดมีเป็นผู้แปลให้เป็น ภาษามือแบบอเมริกัน,นักแสดงหญิงคนใดเป็นผู้แปลภาษามือให้แก่เกม,มาร์ลี แมตลิน
56d7253b0d65d214001983d4,เลดีกากา,เลดีกากา ซึ่งชนะรางวัลแกรมมี หก รางวัล และได้เข้าชิงรางวัล อคาเดมี เป็นผู้ขับร้อง เพลงชาติ ในขณะที่ มาร์ลี แมตลิน ผู้ชนะรางวัลอคาเดมีเป็นผู้แปลให้เป็น ภาษามือแบบอเมริกัน,ใครเป็นผู้ร้องเพลงชาติในการแข่งขัน Super Bowl 50,เลดีกากา
56d7253b0d65d214001983d5,มาร์ลี แมตลิน,เลดีกากา ซึ่งชนะรางวัลแกรมมี หก รางวัล และได้เข้าชิงรางวัล อคาเดมี เป็นผู้ขับร้อง เพลงชาติ ในขณะที่ มาร์ลี แมตลิน ผู้ชนะรางวัลอคาเดมีเป็นผู้แปลให้เป็น ภาษามือแบบอเมริกัน,นักแสดงคนใดเป็นผู้แปลเพลงชาติให้เป็นภาษามือในการแข่งขันซูเปอร์โบว์ลครั้งที่ 50,มาร์ลี แมตลิน
56d9c455dc89441400fdb7c4,เลดีกากา,เลดีกากา ซึ่งชนะรางวัลแกรมมี หก รางวัล และได้เข้าชิงรางวัล อคาเดมี เป็นผู้ขับร้อง เพลงชาติ ในขณะที่ มาร์ลี แมตลิน ผู้ชนะรางวัลอคาเดมีเป็นผู้แปลให้เป็น ภาษามือแบบอเมริกัน,ใครเป็นผู้ร้องเพลงชาติในการแข่งขันซูเปอร์โบว์ลครั้งที่ 50,เลดีกากา
56d9c455dc89441400fdb7c5,หก,เลดีกากา ซึ่งชนะรางวัลแกรมมี หก รางวัล และได้เข้าชิงรางวัล อคาเดมี เป็นผู้ขับร้อง เพลงชาติ ในขณะที่ มาร์ลี แมตลิน ผู้ชนะรางวัลอคาเดมีเป็นผู้แปลให้เป็น ภาษามือแบบอเมริกัน,ข้อความนี้กล่าวว่า เลดีกากา ชนะแกรมมีกี่รางวัล,ข้อความนี้กล่าวว่า เลดีกากา ชนะรางวัลแกรมมี หกรางวัล
56d9c455dc89441400fdb7c6,มาร์ลี แมตลิน,เลดีกากา ซึ่งชนะรางวัลแกรมมี หก รางวัล และได้เข้าชิงรางวัล อคาเดมี เป็นผู้ขับร้อง เพลงชาติ ในขณะที่ มาร์ลี แมตลิน ผู้ชนะรางวัลอคาเดมีเป็นผู้แปลให้เป็น ภาษามือแบบอเมริกัน,ใครเป็นผู้แปลเพลงชาติให้เป็นภาษามือในการแข่งขันซูเปอร์โบว์ลครั้งที่ 50,มาร์ลี แมตลิน
56beca913aeaaa14008c946d,24,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,แคโรไลนาเริ่มเล่นที่เส้นหลาที่เท่าไรเมื่อมีเวลาเหลืออีก 4:51 นาที,แคโรไลนาเริ่มเล่นที่เส้น 24 หลาในเขตของตัวเองเมื่อมีเวลาเหลืออีก 4:51 นาที
56beca913aeaaa14008c946e,นิวตัน,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ใครฟัมเบิลลูกบอลที่เส้น 3 หลาตัดกับเส้น 9 หลา,ไม่มีคำตอบที่ชัดเจนในข้อมูลที่ให้มา แต่จากบริบทของบทความ แสดงให้เห็นว่า มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน ที่เส้น 3 หลาตัดกับ 9 หลา
56beca913aeaaa14008c946f,จอช นอร์แมน,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ผู้เล่นคนใดในทีมรับของแพนเธอร์สถูกเรียกเพราะการดึงในดาวน์ที่สาม,จอช นอร์แมน
56beca913aeaaa14008c9470,แอนเดอร์สัน,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ผู้เล่นคนใดต่อยลูกบอลเข้าไปจากเส้นสองหลา,ไม่มีผู้เล่นคนใดต่อยลูกบอลเข้าไปจากเส้นสองหลา เนื่องจากมิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  ไม่มีการต่อยลูกบอลเข้าไปจากเส้นสองหลาในเหตุการณ์นี้
56beca913aeaaa14008c9471,เบนนี ฟาวเลอร์,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ใครคือผู้รับลูกบอลได้สำเร็จในการทำ 2 คะแนนหลังทัชดาวน์,เบนนี ฟาวเลอร์
56d726b60d65d214001983ea,มิลเลอร์,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ใครแย่งลูกบอลจากนิวตันที่เส้น 3 หลาตัดกับ 9 หลา,มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน
56d726b60d65d214001983eb,วอร์ด,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ใครเอาลูกบอลที่ถูกแย่งไปกลับคืนมาได้,วอร์ด เอาลูกบอลที่ถูกแย่งไปกลับคืนมาได้
56d726b60d65d214001983ec,นิวตัน,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ผู้เล่นคนใดถูกวิจารณ์เพราะไม่กระโดดเข้าใส่กองผู้เล่นที่ทับกันเพื่อแย่งลูกบอล,นิวตัน ถูกวิจารณ์เพราะไม่กระโดดเข้าใส่กองผู้เล่นที่ทับกันเพื่อแย่งลูกบอล
56d726b60d65d214001983ed,จอช นอร์แมน,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ผู้เล่นทีมแพนเธอร์สคนใดได้รับโทษ จนทำให้ทีมบรอนคอสได้ดาวน์เพิ่มหลายดาวน์,จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน
56d726b60d65d214001983ee,3:08,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,เกมยังมีเวลาเหลืออีกเท่าไรตอนที่เดนเวอร์ได้คะแนนนำอยู่ 24-10,เกมยังมีเวลาเหลืออีก 3:08 นาที ตอนที่เดนเวอร์ได้คะแนนนำอยู่ 24-10
56d9cb47dc89441400fdb832,4:51,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,เหลือเวลาอีกเท่าไร ตอนที่แคโรไลนาได้ครองบอลที่เส้น 24 หลาในควอเตอร์ที่สี่,4:51 นาที
56d9cb47dc89441400fdb833,มิลเลอร์,ขณะที่เหลือเวลาอีก 4:51 นาทีแคโรไลนาได้ครองลูกบอลที่เส้น 24 หลาในเขตของตัวเอง โดยมีโอกาสทำคะแนนนำไปสู่ชัยชนะ และในไม่ช้าก็ไปถึงเส้นที่ 3 หลาตัดกับ 9 หลา  ในการเล่นครั้งต่อไป มิลเลอร์ แย่งลูกบอลมาจาก นิวตัน และหลังจากที่ผู้เล่นหลายคนพุ่งเข้าหาลูกบอล  มันก็กระเด้งถอยหลังไปไกล และถูก วอร์ด แย่งกลับไปได้ เขาวิ่งกลับไปเป็นระยะห้าหลาไปที่เส้น 4 หลาของแพนเธอร์ส  แม้ว่าผู้เล่นหลายคนจะพุ่งเข้าไปกองทับกันเพื่อพยายามแย่งลูกบอล แต่นิวตันไม่ได้ทำเช่นนั้น และภายหลังเขาก็ถูกวิจารณ์ว่าขาดความรุนแรงในการเล่น ในระหว่างนั้น ทีมรุกของเดนเวอร์ถูกกันให้อยู่นอกเอนด์โซน สาม เกม แต่การที่ จอช นอร์แมน ซึ่งเป็นคอร์เนอร์แบ็กได้รับโทษจากการดึงแขน ทำให้บรอนคอสได้ดาวน์เพิ่มไปหลายดาวน์  หลังจากนั้น แอนเดอร์สัน ก็ทำคะแนนทัชดาวน์โดยวิ่งเป็นระยะทาง 2 หลา และแมนนิงก็ขว้างลูกไปให้ เบนนี ฟาวเลอร์ เพื่อทำ 2 คะแนนหลังทัชดาวน์ ทำให้เดนเวอร์นำไป 24-10 ในขณะที่มีเวลาเหลืออีก 3:08 นาที และเป็นฝ่ายได้เปรียบในเกม  แคโรไลนายังเหลือการเล่นอีกสองครั้ง แต่ไปไม่ถึงดาวน์แรกทั้งสองครั้ง,ผู้เล่นที่แย่งบอลจากนิวตันในปลายควอเตอร์ที่สี่ชื่อว่าอะไร,ผู้เล่นที่แย่งบอลจากนิวตันในปลายควอเตอร์ที่สี่คือ  มิลเลอร์
